Card Name
Order of the Mirror // Order of the Alabaster Host
Preening Champion
Protocol Knight
Saiba Cryptomancer
Skyclave Aerialist // Skyclave Invader
Stasis Field
Temporal Cleansing
Thunderhead Squadron
Tidal Terror
Wicked Slumber
Xerex Strobe-Knight
Zhalfirin Shapecraft
Aetherblade Agent // Gitaxian Mindstinger
Bladed Battle-Fan
Blightreaper Thallid // Blightsower Thallid
Collective Nightmare
Compleated Huntmaster
Consuming Aetherborn
Corrupted Conviction
Deadly Derision
Dreg Recycler
Etched Familiar
Etched Host Doombringer
Failed Conversion
Final Flourish
Flitting Guerrilla
Gift of Compleation
Glistening Deluge
Gloomfang Mauler
Ichor Drinker
Ichor Shade
Invasion of Eldraine // Prickle Faeries
Invasion of Ulgrotha // Grandmother Ravi Sengir
Merciless Repurposing
Mirrodin Avenged
Nezumi Freewheeler // Hideous Fleshwheeler
Nezumi Informant
Render Inert
Scorn-Blade Berserker
Tenured Oilcaster
Traumatic Revelation
Unseal the Necropolis
Vanquish the Weak
Akki Scrapchomper
Beamtown Beatstick
Burning Sun's Fury
Coming In Hot
Fearless Skald
Furnace Gremlin
Furnace Host Charger
Furnace Reins
Hangar Scrounger
Harried Artisan // Phyrexian Skyflayer
Invasion of Mercadia // Kyren Flamewright
Invasion of Regatha // Disciples of the Inferno
Karsus Depthguard
Khenra Spellspear // Gitaxian Spellstalker
Lithomantic Barrage
Marauding Dreadship
Mirran Banesplitter
Onakke Javelineer
Pyretic Prankster // Glistening Goremonger
Ral's Reinforcements
Ramosian Greatsword
Redcap Heelslasher
Scrappy Bruiser
Searing Barb
Shatter the Source
Shivan Branch-Burner
Thrashing Frontliner
Trailblazing Historian
Volcanic Spite
War-Trained Slasher
Wrenn's Resolve
Arachnoid Adaptation
Atraxa's Fall
Blighted Burgeoning
Bonded Herdbeast // Plated Kilnbeast
Chomping Kavu
Converter Beast
Copper Host Crusher
Cosmic Hunger
Crystal Carapace
Fertilid's Favor
Gnottvold Hermit // Chrome Host Hulk
Herbology Instructor // Malady Invoker
Invasion of Muraganda // Primordial Plasm
Invasion of Zendikar // Awakened Skyclave
Iridescent Blademaster
Kami of Whispered Hopes
Overgrown Pest
Placid Rottentail
Portent Tracker
Ravenous Sailback
Sandstalker Moloch
Seed of Hope
Serpent-Blade Assailant
Storm the Seedcore
Streetwise Negotiator
Tandem Takedown
Tangled Skyline
Timberland Ancient
Vengeant Earth
War Historian
Wary Thespian
Wildwood Escort
Botanical Brawler
Elvish Vatkeeper
Halo Forager
Invasion of Amonkhet // Lazotep Convert
Invasion of Azgol // Ashen Reaper
Invasion of Ergamon // Truga Cliffcharger
Invasion of Kaladesh // Aetherwing Golden-Scale Flagship
Invasion of Kylem // Valor's Reach Tag Team
Invasion of Lorwyn // Winnowing Forces
Invasion of Moag // Bloomwielder Dryads
Invasion of New Capenna // Holy Frazzle-Cannon
Invasion of Pyrulea // Gargantuan Slabhorn
Invasion of Xerex // Vertex Paladin
Joyful Stormsculptor
Marshal of Zhalfir
Mirror-Shield Hoplite
Mutagen Connoisseur
Rampaging Geoderm
Sculpted Perfection
Stormclaw Rager
Flywheel Racer
Halo Hopper
Phyrexian Archivist
Urn of Godfire
Essence of Orthodoxy
Phyrexian Pegasus
Seedpod Caretaker
Interdisciplinary Mascot
Referee Squad
Zephyr Winder
Injector Crocodile
Seer of Stolen Sight
Terror of Towashi
Axgard Artisan
Cragsmasher Yeti
Orthion Hero of Lavabrink
Ruins Recluse
Surrak and Goreclaw
Ballyrush Banneret
Battletide Alchemist
Burrenton Shield-Bearers
Changeling Sentinel
Coordinated Barrage
Forfend
Indomitable Ancients
Kinsbaile Borderguard
Kithkin Zephyrnaut
Redeem the Lost
Shinewend
Wandering Graybeard
Declaration of Naught
Dewdrop Spy
Fencer Clique
Floodchaser
Grimoire Thief
Ink Dissolver
Inspired Sprite
Knowledge Exploitation
Merrow Witsniper
Nevermaker
Notorious Throng
Research the Deep
Sage of Fables
Sage's Dousing
Sigil Tracer
Slithermuse
Stream of Unconsciousness
Supreme Exemplar
Thieves' Fortune
Waterspout Weavers
Fendeep Summoner
Final-Sting Faerie
Frogtosser Banneret
Maralen of the Mornsong
Moonglove Changeling
Morsel Theft
Nightshade Schemers
Noggin Whack
Pack's Disdain
Prickly Boggart
Pulling Teeth
Revive the Fallen
Scarblade Elite
Squeaking Pie Grubfellows
Stenchskipper
Stinkdrinker Bandit
Violet Pall
Weed-Pruner Poplar
Weirding Shaman
Boldwyr Heavyweights
Brighthearth Banneret
Fire Juggler
Hostile Realm
Lunk Errant
Mudbutton Clanger
Pyroclast Consul
Roar of the Crowd
Seething Pathblazer
Sensation Gorger
Shard Volley
Stingmoggie
Stomping Slabs
Sunflare Shaman
Titan's Revenge
Bosk Banneret
Cream of the Crop
Deglamer
Earthbrawn
Everbark Shaman
Greatbow Doyen
Leaf-Crowned Elder
Luminescent Rain
Orchard Warden
Recross the Paths
Reins of the Vinesteed
Unstoppable Ash
Winnower Patrol
Wolf-Skull Shaman
Cloak and Dagger
Diviner's Wand
Thornbite Staff
Veteran's Armaments
Primal Beyond
Extraplanar Lens
Altar's Light
Auriok Bladewarden
Auriok Steelshaper
Auriok Transfixer
Awe Strike
Loxodon Mender
Loxodon Peacekeeper
Loxodon Punisher
Roar of the Kha
Solar Tide
Soul Nova
Sphere of Purity
Assert Authority
Disarm
Domineer
Dream's Grip
Inertia Bubble
Looming Hoverguard
Lumengrid Augur
Neurok Familiar
Neurok Spy
Override
Psychic Membrane
Quicksilver Elemental
Temporal Cascade
Dross Prowler
Flayed Nim
Grim Reminder
Irradiate
Moriok Scavenger
Nim Devourer
Nim Lasher
Nim Shambler
Nim Shrieker
Relic Bane
Slith Bloodletter
Vermiculos
Wail of the Nim
Arc-Slogger
Confusion in the Ranks
Electrostatic Bolt
Forge Armor
Fractured Loyalty
Incite War
Krark-Clan Grunt
Krark-Clan Shaman
Mass Hysteria
Megatog
Ogre Leadfoot
Rustmouth Ogre
Vulshok Battlemaster
War Elemental
Battlegrowth
Copperhoof Vorrac
Deconstruct
Hum of the Radix
Journey of Discovery
Slith Predator
Tel-Jilad Archers
Tel-Jilad Chosen
Tel-Jilad Exile
Trolls of Tel-Jilad
Turn to Dust
Viridian Joiner
Wurmskin Forger
Altar of Shadows
Banshee's Blade
Clockwork Beetle
Clockwork Vorrac
Cobalt Golem
Culling Scales
Dead-Iron Sledge
Dross Scorpion
Duskworker
Elf Replica
Galvanic Key
Gate to the Aether
Goblin Dirigible
Goblin Replica
Goblin War Wagon
Granite Shard
Grid Monitor
Heartwood Shard
Hematite Golem
Jinxed Choker
Leonin Sun Standard
Liar's Pendulum
Lifespark Spellbomb
Malachite Golem
Mindstorm Crown
Mirror Golem
Mourner's Shield
Myr Adapter
Myr Mindservant
Myr Prototype
Necrogen Spellbomb
Needlebug
Neurok Hoversail
Nightmare Lash
Nim Replica
Omega Myr
Pearl Shard
Pewter Golem
Power Conduit
Proteus Staff
Psychogenic Probe
Quicksilver Fountain
Rust Elemental
Rustspore Ram
Scale of Chiss-Goria
Scythe of the Wretched
Soldier Replica
Spellweaver Helix
Sunbeam Spellbomb
Tangleroot
Tel-Jilad Stylus
Thought Prison
Timesifter
Titanium Golem
Tooth of Chiss-Goria
Tower of Champions
Viridian Longbow
Vorrac Battlehorns
Blinkmoth Well
Anhelo the Painter
Henzie Toolbox Torre
Kamiz Obscura Oculus
Kitt Kanto Mayhem Diva
Perrie the Pulverizer
The Beamtown Bullies
Kros Defense Contractor
Parnesse the Subtle Brush
Phabine Boss's Confidant
Tivit Seller of Secrets
Bennie Bracks Zoologist
Tenuous Truce
Swindler's Scheme
Mari the Killing Quill
Spiteful Repossession
Boxing Ring
Vazi Keen Negotiator
Threefold Signal
Aven Mimeomancer
Mask of Riddles
Kaima the Fractured Calm
Aerial Surveyor
Drumbellower
Ironsoul Enforcer
Imposter Mech
Katsumasa the Animator
Akki Battle Squad
Collision of Realms
Kami of Celebration
Ascendant Acolyte
Concord with the Kami
Kosei Penitent Warlord
One with the Kami
Silkguard
Myojin of Cryptic Dreams
Myojin of Grim Betrayal
Spearbreaker Behemoth
Vastwood Surge
Angelic Favor
Avenger en-Dal
Chieftain en-Dal
Defender en-Vec
Defiant Falcon
Fanatical Devotion
Lashknife
Lawbringer
Lightbringer
Netter en-Dal
Noble Stand
Off Balance
Silkenfist Fighter
Silkenfist Order
Sivvi's Ruse
Sivvi's Valor
Spiritual Asylum
Topple
Voice of Truth
Aether Barrier
Air Bladder
Cloudskate
Ensnare
Infiltrate
Jolting Merfolk
Oraxid
Pale Moon
Rootwater Thief
Sliptide Serpent
Stronghold Biologist
Stronghold Machinist
Stronghold Zeppelin
Trickster Mage
Wandering Eye
Battlefield Percher
Belbe's Percher
Dark Triumph
Mind Swords
Parallax Nexus
Phyrexian Driver
Rathi Fiend
Rathi Intimidator
Spiteful Bully
Volrath the Fallen
Ancient Hydra
Arc Mage
Bola Warrior
Flowstone Overseer
Flowstone Strike
Flowstone Surge
Flowstone Wall
Laccolith Grunt
Laccolith Rig
Laccolith Titan
Laccolith Warrior
Laccolith Whelp
Mana Cache
Mogg Alarm
Mogg Toady
Shrieking Mogg
Stronghold Gambit
Animate Land
Coiling Woodworm
Fog Patch
Harvest Mage
Mossdog
Nesting Wurm
Overlaid Terrain
Pack Hunt
Refreshing Rain
Reverent Silence
Skyshroud Cutter
Skyshroud Poacher
Skyshroud Ridgeback
Skyshroud Sentinel
Wild Mammoth
Woodripper
Belbe's Armor
Complex Automaton
Flint Golem
Flowstone Armor
Flowstone Thopter
Kill Switch
Parallax Inhibitor
Rackling
Rejuvenation Chamber
Rusting Golem
Rath's Edge
Ancestral Katana
A-Ancestral Katana
Befriending the Moths // Imperial Moth
Blade-Blizzard Kitsune
Born to Drive
Dragonfly Suit
Eiganjo Exemplar
A-Eiganjo Exemplar
Era of Enlightenment // Hand of Enlightenment
The Fall of Lord Konda // Fragment of Konda
Go-Shintai of Shared Purpose
Golden-Tail Disciple
Imperial Oath
Imperial Subduer
A-Imperial Subduer
Intercessor's Arrest
Light the Way
Lucky Offering
Michiko's Reign of Truth // Portrait of Michiko
Mothrider Patrol
Norika Yamazaki the Poet
Regent's Authority
Repel the Vile
Selfless Samurai
Seven-Tail Mentor
Sky-Blessed Samurai
Sunblade Samurai
Wanderer's Intervention
When We Were Young
Acquisition Octopus
Anchor to Reality
Armguard Familiar
Awakened Awareness
Behold the Unspeakable // Vision of the Unspeakable
Covert Technician
Discover the Impossible
Disruption Protocol
Futurist Operative
A-Futurist Operative
Futurist Sentinel
Go-Shintai of Lost Wisdom
Guardians of Oboro
Mirrorshell Crab
Mobilizer Mech
The Modern Age // Vector Glider
Moon-Circuit Hacker
A-Moon-Circuit Hacker
Moonsnare Prototype
Moonsnare Specialist
Network Disruptor
Planar Incision
Prosperous Thief
A-Prosperous Thief
Reality Heist
Replication Specialist
Saiba Trespassers
Short Circuit
Skyswimmer Koi
Suit Up
Tamiyo's Compleation
A-Thousand-Faced Shadow
Assassin's Ink
Chainflail Centipede
Clawing Torment
Debt to the Kami
Dockside Chef
Dokuchi Shadow-Walker
Dokuchi Silencer
A-Dokuchi Silencer
Enormous Energy Blade
Go-Shintai of Hidden Cruelty
Gravelighter
Inkrise Infiltrator
Kaito's Pursuit
Kami of Restless Shadows
Kami of Terrible Secrets
Leech Gauntlet
Lethal Exploit
Life of Toshiro Umezawa // Memory of Toshiro
The Long Reach of Night // Animus of Night's Reach
Malicious Malfunction
Mukotai Ambusher
A-Nashi Moon Sage's Scion
Nezumi Bladeblesser
Nezumi Prowler
A-Nezumi Prowler
Okiba Reckoner Raid // Nezumi Road Captain
Okiba Salvage
Reckoner Shakedown
Reckoner's Bargain
Return to Action
Twisted Embrace
Undercity Scrounger
Unforgiving One
Virus Beetle
You Are Already Dead
Akki Ember-Keeper
Akki Ronin
A-Akki Ronin
Akki War Paint
Ambitious Assault
Bronzeplate Boar
Crackling Emergence
Dragonspark Reactor
Experimental Synthesizer
Explosive Entry
Flame Discharge
Gift of Wrath
Go-Shintai of Ancient Wars
Heiko Yamazaki the General
Ironhoof Boar
Kami of Industry
Kami's Flare
Kumano Faces Kakkazan // Etching of Kumano
A-Kumano Faces Kakkazan // A-Etching of Kumano
Peerless Samurai
A-Peerless Samurai
Reinforced Ronin
Scrapyard Steelbreaker
Seismic Wave
The Shattered States Era // Nameless Conqueror
Simian Sling
Tempered in Solitude
Towashi Songshaper
Twinshot Sniper
Unstoppable Ogre
Upriser Renegade
Voltage Surge
Azusa's Many Journeys // Likeness of the Seeker
Bamboo Grove Archer
Bearer of Memory
Blossom Prancer
Boon of Boseiju
Boseiju Reaches Skyward // Branch of Boseiju
Careful Cultivation
Coiling Stalker
Commune with Spirits
Fang of Shigeki
Favor of Jukai
Generous Visitor
Geothermal Kami
Go-Shintai of Boundless Vigor
Grafted Growth
Greater Tanuki
Harmonious Emergence
Heir of the Ancient Fang
Historian's Wisdom
Jukai Preserver
Jukai Trainee
Kappa Tech-Wrecker
Orochi Merge-Keeper
Roaring Earth
Season of Renewal
Spinning Wheel Kick
Storyweave
Tales of Master Seshiro // Seshiro's Living Legacy
Tamiyo's Safekeeping
Webspinner Cuff
Asari Captain
A-Asari Captain
Colossal Skyturtle
Gloomshrieker
Invigorating Hot Spring
Naomi Pillar of Order
Prodigy's Prototype
A-Raiyuu Storm's Edge
A-Satoru Umezawa
A-Silver-Fur Master
Automated Artificer
Bronze Cudgels
Brute Suit
A-Circuit Mender
Containment Construct
Dramatist's Puppet
Ecologist's Terrarium
High-Speed Hoverbike
Iron Apprentice
Network Terminal
Ninja's Kunai
Papercraft Decoy
Patchwork Automaton
Reito Sentinel
Runaway Trash-Bot
Searchlight Companion
Shrine Steward
Thundersteel Colossus
Towashi Guide-Bot
Walking Skyscraper
Mech Hangar
Roadside Reliquary
Uncharted Haven
Wrangle
Aether Herder
Hidden Herbalists
Lifecraft Awakening
Natural Obsolescence
Aegis Automaton
Augmenting Automaton
Crackdown Construct
Filigree Crawler
Foundry Assembler
Implement of Ferocity
Implement of Improvement
Prizefighter Construct
Verdant Automaton
Watchful Automaton
Ajani Valiant Protector4
Ajani's Comrade
Ajani's Aid
Tezzeret Master of Metal5
Tezzeret's Simulacrum
Fey Steed
Holy Avenger
Immovable Rod
Mantle of the Ancients
Radiant Solar
Revivify
Robe of Stars
Thorough Investigation
Valiant Endeavor
Arcane Endeavor
Diviner's Portent
Minn Wily Illusionist
Netherese Puzzle-Ward
Phantom Steed
Rod of Absorption
Winged Boots
Bag of Devouring
Danse Macabre
Death Tyrant
Grave Endeavor
Hellish Rebuke
Lorcan Warlock Collector
Berserker's Frenzy
Maddening Hex
Reckless Endeavor
Share the Spoils
Bag of Tricks
Druid of Purification
Indomitable Might
Neverwinter Hydra
Song of Inspiration
Wild Endeavor
Dragonborn Champion
Extract Brain
Fevered Suspicion
Karazikar the Eye Tyrant
Klauth Unrivaled Ancient
Klauth's Will
Midnight Pathlighter
Nihiloor
Ride the Avalanche
Storvald Frost Giant Jarl
Wulfgar of Icewind Dale
Clay Golem
Ebony Fly
Sword of Hours
Rile
+2 Mace
Arborea Pegasus
Blink Dog
Cleric Class
A-Cloister Gargoyle
Delver's Torch
Divine Smite
Dragon's Disciple
Dwarfhold Champion
A-Dwarfhold Champion
Gloom Stalker
Half-Elf Monk
Ingenious Smith
Keen-Eared Sentry
Moon-Blessed Cleric
Paladin's Shield
Planar Ally
Plate Armor
A-Plate Armor
Potion of Healing
Ranger's Hawk
Veteran Dungeoneer
Aberrant Mind Sorcerer
Arcane Investigator
Bar the Gate
A-Demilich
Displacer Beast
Djinni Windseer
Eccentric Apprentice
Feywild Trickster
Fly
Mordenkainen's Polymorph
Pixie Guide
Power of Persuasion
Scion of Stygia
Secret Door
Shortcut Seeker
Silver Raven
Split the Party
Sudden Insight
Trickster's Talisman
A-Wizard Class
You See a Guard Approach
A-Acererak the Archlich
Check for Traps
Clattering Skeletons
Death-Priest of Myrkul
A-Death-Priest of Myrkul
Devour Intellect
Dungeon Crawler
Fates' Reversal
A-Fates' Reversal
Feign Death
Herald of Hadar
Hired Hexblade
Lightfoot Rogue
Precipitous Drop
A-Precipitous Drop
Ray of Enfeeblement
Reaper's Talisman
Warlock Class
Yuan-Ti Fang-Blade
Zombie Ogre
Armory Veteran
A-Armory Veteran
Barbarian Class
Boots of Speed
Brazen Dwarf
Burning Hands
Chaos Channeler
Critical Hit
Goblin Javelineer
Goblin Morningstar
Hulking Bugbear
Kick in the Door
Plundering Barbarian
Price of Loyalty
Rust Monster
Swarming Goblins
Tiger-Tribe Hunter
You See a Pair of Goblins
Bulette
Bull's Strength
Compelled Duel
Druid Class
A-Druid Class
A-Ellywick Tumblestrum4
Elturgard Ranger
Find the Path
A-Find the Path
Hunter's Mark
Intrepid Outlander
Loathsome Troll
Neverwinter Dryad
A-Ochre Jelly
Purple Worm
Ranger's Longbow
Scaled Herbalist
Spoils of the Hunt
Wandering Troubadour
You Find a Cursed Idol
You Happen On a Glade
Barrowin of Clan Undurr
Bruenor Battlehammer
A-Bruenor Battlehammer
Farideh Devil's Chosen
Gretchen Titchwillow
Hama Pashar Ruin Seeker
Shessra Death's Whisper
A-Shessra Death's Whisper
A-Sorcerer Class
Targ Nar Demon-Fang Gnoll
A-Triumphant Adventurer
Dungeon Map
Greataxe
Spare Dagger
A-Dungeon Descent
Temple of the Dragon Queen
Binding Mummy
Compulsory Rest
Devoted Crop-Mate
In Oketra's Name
Oketra's Attendant
Protection of the Hekma
Supply Caravan
Tah-Crop Elite
Those Who Serve
Time to Reflect
Trial of Solidarity
Vizier of Deferment
Vizier of Remedies
Censor
Floodwaters
Hekma Sentinels
Illusory Wrappings
Naga Oracle
Open into Wonder
Sacred Excavation
Scribe of the Mindful
Seeker of Insight
Tah-Crop Skirmisher
Trial of Knowledge
Winds of Rebuke
Zenith Seeker
Cartouche of Ambition
Festering Mummy
Final Reward
Grim Strider
Lay Bare the Heart
Nest of Scarabs
Pitiless Vizier
Ruthless Sniper
Soulstinger
Splendid Agony
Stir the Sands
Wasteland Scorpion
Battlefield Scavenger
Consuming Fervor
Emberhorn Minotaur
Limits of Solidarity
Manticore of the Gauntlet
Nef-Crop Entangler
Pursue Glory
Trial of Zeal
Trueheart Twins
Violent Impact
Benefaction of Rhonas
Cartouche of Strength
Colossapede
Crocodile of the Crossing
Defiant Greatmaw
Exemplar of Strength
Hapatra's Mark
Haze of Pollen
Ornery Kudu
Quarry Hauler
Shefet Monitor
Sixth Sense
Stinging Shot
Synchronized Strike
Trial of Strength
Watchful Naga
Ahn-Crop Champion
Aven Wind Guide
Decimator Beetle
Honored Crop-Captain
Khenra Charioteer
Merciless Javelineer
Shadowstorm Vizier
Wayward Servant
Weaver of Currents
Start // Finish
Destined // Lead
Onward // Victory
Spring // Mind
Embalmer's Tools
Honed Khopesh
Kefnet's Monument
Luxa River Shrine
Watchers of the Dead
Cradle of the Accursed
Grasping Dunes
Painted Bluffs
Sunscorched Desert
Gideon Martial Paragon5
Companion of the Trials
Gideon's Resolve
Graceful Cat
Liliana Death Wielder5
Desiccated Naga
Liliana's Influence
Akrasan Squire
Angel's Herald
Bant Battlemage
Gustrider Exuberant
